"행정구역","2024년01월_계_총인구수","2024년01월_계_연령구간인구수","2024년01월_계_0~9세","2024년01월_계_10~19세","2024년01월_계_20~29세","2024년01월_계_30~39세","2024년01월_계_40~49세","2024년01월_계_50~59세","2024년01월_계_60~69세","2024년01월_계_70~79세","2024년01월_계_80~89세","2024년01월_계_90~99세","2024년01월_계_100세 이상","2024년01월_남_총인구수","2024년01월_남_연령구간인구수","2024년01월_남_0~9세","2024년01월_남_10~19세","2024년01월_남_20~29세","2024년01월_남_30~39세","2024년01월_남_40~49세","2024년01월_남_50~59세","2024년01월_남_60~69세","2024년01월_남_70~79세","2024년01월_남_80~89세","2024년01월_남_90~99세","2024년01월_남_100세 이상","2024년01월_여_총인구수","2024년01월_여_연령구간인구수","2024년01월_여_0~9세","2024년01월_여_10~19세","2024년01월_여_20~29세","2024년01월_여_30~39세","2024년01월_여_40~49세","2024년01월_여_50~59세","2024년01월_여_60~69세","2024년01월_여_70~79세","2024년01월_여_80~89세","2024년01월_여_90~99세","2024년01월_여_100세 이상","2024년02월_계_총인구수","2024년02월_계_연령구간인구수","2024년02월_계_0~9세","2024년02월_계_10~19세","2024년02월_계_20~29세","2024년02월_계_30~39세","2024년02월_계_40~49세","2024년02월_계_50~59세","2024년02월_계_60~69세","2024년02월_계_70~79세","2024년02월_계_80~89세","2024년02월_계_90~99세","2024년02월_계_100세 이상","2024년02월_남_총인구수","2024년02월_남_연령구간인구수","2024년02월_남_0~9세","2024년02월_남_10~19세","2024년02월_남_20~29세","2024년02월_남_30~39세","2024년02월_남_40~49세","2024년02월_남_50~59세","2024년02월_남_60~69세","2024년02월_남_70~79세","2024년02월_남_80~89세","2024년02월_남_90~99세","2024년02월_남_100세 이상","2024년02월_여_총인구수","2024년02월_여_연령구간인구수","2024년02월_여_0~9세","2024년02월_여_10~19세","2024년02월_여_20~29세","2024년02월_여_30~39세","2024년02월_여_40~49세","2024년02월_여_50~59세","2024년02월_여_60~69세","2024년02월_여_70~79세","2024년02월_여_80~89세","2024년02월_여_90~99세","2024년02월_여_100세 이상","2024년03월_계_총인구수","2024년03월_계_연령구간인구수","2024년03월_계_0~9세","2024년03월_계_10~19세","2024년03월_계_20~29세","2024년03월_계_30~39세","2024년03월_계_40~49세","2024년03월_계_50~59세","2024년03월_계_60~69세","2024년03월_계_70~79세","2024년03월_계_80~89세","2024년03월_계_90~99세","2024년03월_계_100세 이상","2024년03월_남_총인구수","2024년03월_남_연령구간인구수","2024년03월_남_0~9세","2024년03월_남_10~19세","2024년03월_남_20~29세","2024년03월_남_30~39세","2024년03월_남_40~49세","2024년03월_남_50~59세","2024년03월_남_60~69세","2024년03월_남_70~79세","2024년03월_남_80~89세","2024년03월_남_90~99세","2024년03월_남_100세 이상","2024년03월_여_총인구수","2024년03월_여_연령구간인구수","2024년03월_여_0~9세","2024년03월_여_10~19세","2024년03월_여_20~29세","2024년03월_여_30~39세","2024년03월_여_40~49세","2024년03월_여_50~59세","2024년03월_여_60~69세","2024년03월_여_70~79세","2024년03월_여_80~89세","2024년03월_여_90~99세","2024년03월_여_100세 이상","2024년04월_계_총인구수","2024년04월_계_연령구간인구수","2024년04월_계_0~9세","2024년04월_계_10~19세","2024년04월_계_20~29세","2024년04월_계_30~39세","2024년04월_계_40~49세","2024년04월_계_50~59세","2024년04월_계_60~69세","2024년04월_계_70~79세","2024년04월_계_80~89세","2024년04월_계_90~99세","2024년04월_계_100세 이상","2024년04월_남_총인구수","2024년04월_남_연령구간인구수","2024년04월_남_0~9세","2024년04월_남_10~19세","2024년04월_남_20~29세","2024년04월_남_30~39세","2024년04월_남_40~49세","2024년04월_남_50~59세","2024년04월_남_60~69세","2024년04월_남_70~79세","2024년04월_남_80~89세","2024년04월_남_90~99세","2024년04월_남_100세 이상","2024년04월_여_총인구수","2024년04월_여_연령구간인구수","2024년04월_여_0~9세","2024년04월_여_10~19세","2024년04월_여_20~29세","2024년04월_여_30~39세","2024년04월_여_40~49세","2024년04월_여_50~59세","2024년04월_여_60~69세","2024년04월_여_70~79세","2024년04월_여_80~89세","2024년04월_여_90~99세","2024년04월_여_100세 이상"
"강원특별자치도 춘천시 (5111000000)","286,168","286,168","18,790","26,059","36,813","34,227","40,650","46,927","44,430","22,136","13,920","2,149","67","141,281","141,281","9,595","13,489","19,662","17,812","20,011","23,593","21,581","9,924","5,058","532","24","144,887","144,887","9,195","12,570","17,151","16,415","20,639","23,334","22,849","12,212","8,862","1,617","43","286,262","286,262","18,708","26,088","36,833","34,151","40,540","46,949","44,579","22,225","13,954","2,172","63","141,304","141,304","9,542","13,492","19,713","17,754","19,982","23,564","21,659","9,977","5,068","531","22","144,958","144,958","9,166","12,596","17,120","16,397","20,558","23,385","22,920","12,248","8,886","1,641","41","286,719","286,719","18,624","26,185","37,168","34,161","40,329","46,920","44,739","22,313","14,026","2,188","66","141,512","141,512","9,504","13,533","19,932","17,740","19,883","23,514","21,730","10,025","5,096","530","25","145,207","145,207","9,120","12,652","17,236","16,421","20,446","23,406","23,009","12,288","8,930","1,658","41","286,695","286,695","18,570","26,228","37,089","34,191","40,191","46,923","44,851","22,300","14,096","2,196","60","141,529","141,529","9,452","13,571","19,903","17,779","19,790","23,529","21,796","10,030","5,121","534","24","145,166","145,166","9,118","12,657","17,186","16,412","20,401","23,394","23,055","12,270","8,975","1,662","36"
"강원특별자치도 원주시 (5113000000)","361,498","361,498","25,523","34,683","42,062","45,568","55,502","62,682","54,827","24,056","14,333","2,205","57","179,007","179,007","13,038","17,755","22,338","23,360","27,459","31,160","27,176","11,064","5,140","505","12","182,491","182,491","12,485","16,928","19,724","22,208","28,043","31,522","27,651","12,992","9,193","1,700","45","361,459","361,459","25,463","34,634","41,817","45,508","55,411","62,754","55,048","24,191","14,347","2,229","57","179,051","179,051","12,992","17,748","22,275","23,349","27,403","31,189","27,285","11,119","5,170","508","13","182,408","182,408","12,471","16,886","19,542","22,159","28,008","31,565","27,763","13,072","9,177","1,721","44","361,223","361,223","25,295","34,480","41,631","45,603","55,211","62,727","55,171","24,407","14,360","2,280","58","178,971","178,971","12,915","17,681","22,206","23,405","27,332","31,172","27,316","11,232","5,187","512","13","182,252","182,252","12,380","16,799","19,425","22,198","27,879","31,555","27,855","13,175","9,173","1,768","45","361,223","361,223","25,194","34,462","41,539","45,595","54,968","62,783","55,410","24,456","14,476","2,281","59","179,013","179,013","12,858","17,663","22,223","23,396","27,192","31,205","27,439","11,273","5,237","513","14","182,210","182,210","12,336","16,799","19,316","22,199","27,776","31,578","27,971","13,183","9,239","1,768","45"
"강원특별자치도 강릉시 (5115000000)","209,174","209,174","11,346","17,311","22,453","20,277","29,484","36,582","37,263","20,933","11,599","1,863","63","103,616","103,616","5,858","9,106","12,314","10,858","14,840","18,675","17,897","9,417","4,246","396","9","105,558","105,558","5,488","8,205","10,139","9,419","14,644","17,907","19,366","11,516","7,353","1,467","54","208,939","208,939","11,290","17,216","22,312","20,176","29,391","36,656","37,298","20,990","11,669","1,878","63","103,531","103,531","5,825","9,060","12,254","10,828","14,801","18,724","17,907","9,435","4,280","408","9","105,408","105,408","5,465","8,156","10,058","9,348","14,590","17,932","19,391","11,555","7,389","1,470","54","208,800","208,800","11,236","17,081","22,229","20,238","29,186","36,628","37,392","21,069","11,767","1,912","62","103,479","103,479","5,801","8,983","12,227","10,858","14,724","18,696","17,958","9,491","4,316","417","8","105,321","105,321","5,435","8,098","10,002","9,380","14,462","17,932","19,434","11,578","7,451","1,495","54","208,627","208,627","11,192","16,992","22,162","20,214","29,049","36,653","37,428","21,081","11,875","1,918","63","103,389","103,389","5,762","8,942","12,184","10,843","14,650","18,711","18,009","9,497","4,357","426","8","105,238","105,238","5,430","8,050","9,978","9,371","14,399","17,942","19,419","11,584","7,518","1,492","55"
"강원특별자치도 동해시 (5117000000)","88,591","88,591","5,382","8,259","8,476","8,242","13,194","15,945","15,345","8,551","4,551","633","13","45,007","45,007","2,749","4,320","4,955","4,562","6,796","8,393","7,446","3,939","1,721","124","2","43,584","43,584","2,633","3,939","3,521","3,680","6,398","7,552","7,899","4,612","2,830","509","11","88,377","88,377","5,343","8,185","8,381","8,208","13,132","15,953","15,363","8,579","4,580","639","14","44,883","44,883","2,712","4,287","4,903","4,547","6,770","8,392","7,463","3,950","1,729","128","2","43,494","43,494","2,631","3,898","3,478","3,661","6,362","7,561","7,900","4,629","2,851","511","12","88,181","88,181","5,309","8,120","8,320","8,203","13,033","15,951","15,369","8,612","4,606","643","15","44,766","44,766","2,698","4,247","4,849","4,540","6,722","8,408","7,460","3,970","1,737","133","2","43,415","43,415","2,611","3,873","3,471","3,663","6,311","7,543","7,909","4,642","2,869","510","13","88,094","88,094","5,257","8,101","8,286","8,172","12,969","15,995","15,379","8,620","4,646","652","17","44,700","44,700","2,671","4,225","4,825","4,526","6,694","8,425","7,467","3,968","1,757","140","2","43,394","43,394","2,586","3,876","3,461","3,646","6,275","7,570","7,912","4,652","2,889","512","15"
"강원특별자치도 태백시 (5119000000)","38,613","38,613","1,812","3,367","3,014","2,812","5,506","6,867","7,638","4,873","2,469","247","8","19,464","19,464","944","1,749","1,758","1,525","2,893","3,710","3,836","2,122","884","41","2","19,149","19,149","868","1,618","1,256","1,287","2,613","3,157","3,802","2,751","1,585","206","6","38,466","38,466","1,818","3,313","2,968","2,788","5,461","6,864","7,644","4,883","2,465","254","8","19,408","19,408","950","1,719","1,738","1,518","2,874","3,711","3,838","2,135","881","42","2","19,058","19,058","868","1,594","1,230","1,270","2,587","3,153","3,806","2,748","1,584","212","6","38,354","38,354","1,804","3,327","2,901","2,777","5,431","6,830","7,638","4,901","2,475","262","8","19,385","19,385","941","1,745","1,706","1,520","2,861","3,701","3,840","2,151","875","43","2","18,969","18,969","863","1,582","1,195","1,257","2,570","3,129","3,798","2,750","1,600","219","6","38,272","38,272","1,790","3,318","2,876","2,786","5,382","6,817","7,643","4,881","2,501","270","8","19,340","19,340","935","1,739","1,686","1,527","2,835","3,692","3,846","2,146","888","44","2","18,932","18,932","855","1,579","1,190","1,259","2,547","3,125","3,797","2,735","1,613","226","6"
"강원특별자치도 속초시 (5121000000)","82,021","82,021","5,046","6,783","8,108","8,941","11,671","14,927","14,818","7,286","3,816","616","9","40,606","40,606","2,581","3,448","4,605","4,926","5,833","7,349","7,128","3,226","1,379","127","4","41,415","41,415","2,465","3,335","3,503","4,015","5,838","7,578","7,690","4,060","2,437","489","5","81,806","81,806","5,000","6,731","7,981","8,896","11,651","14,946","14,813","7,342","3,821","616","9","40,475","40,475","2,541","3,415","4,523","4,909","5,836","7,356","7,129","3,257","1,378","127","4","41,331","41,331","2,459","3,316","3,458","3,987","5,815","7,590","7,684","4,085","2,443","489","5","81,626","81,626","4,967","6,670","7,883","8,869","11,586","14,907","14,879","7,390","3,836","627","12","40,371","40,371","2,529","3,380","4,462","4,887","5,809","7,341","7,160","3,289","1,375","134","5","41,255","41,255","2,438","3,290","3,421","3,982","5,777","7,566","7,719","4,101","2,461","493","7","81,615","81,615","4,943","6,662","7,825","8,888","11,543","14,905","14,961","7,403","3,845","627","13","40,346","40,346","2,512","3,380","4,420","4,904","5,776","7,341","7,206","3,293","1,374","134","6","41,269","41,269","2,431","3,282","3,405","3,984","5,767","7,564","7,755","4,110","2,471","493","7"
"강원특별자치도 삼척시 (5123000000)","62,309","62,309","3,162","4,737","6,462","4,867","7,750","10,760","12,163","7,216","4,433","737","22","31,645","31,645","1,612","2,436","3,667","2,639","4,149","5,961","6,186","3,373","1,465","156","1","30,664","30,664","1,550","2,301","2,795","2,228","3,601","4,799","5,977","3,843","2,968","581","21","62,078","62,078","3,130","4,705","6,377","4,826","7,694","10,753","12,167","7,211","4,455","738","22","31,544","31,544","1,589","2,430","3,631","2,614","4,110","5,979","6,185","3,369","1,477","159","1","30,534","30,534","1,541","2,275","2,746","2,212","3,584","4,774","5,982","3,842","2,978","579","21","62,522","62,522","3,125","4,983","6,484","4,851","7,665","10,737","12,226","7,229","4,456","745","21","31,819","31,819","1,585","2,577","3,729","2,621","4,097","5,967","6,224","3,389","1,470","159","1","30,703","30,703","1,540","2,406","2,755","2,230","3,568","4,770","6,002","3,840","2,986","586","20","62,501","62,501","3,120","4,964","6,477","4,866","7,618","10,740","12,254","7,216","4,475","750","21","31,821","31,821","1,584","2,582","3,729","2,619","4,067","5,970","6,232","3,391","1,487","159","1","30,680","30,680","1,536","2,382","2,748","2,247","3,551","4,770","6,022","3,825","2,988","591","20"
"강원특별자치도 홍천군 (5172000000)","67,348","67,348","3,190","4,504","5,748","5,581","7,323","11,417","15,972","7,918","4,895","773","27","34,685","34,685","1,623","2,286","3,420","3,123","3,907","6,064","8,326","3,974","1,799","158","5","32,663","32,663","1,567","2,218","2,328","2,458","3,416","5,353","7,646","3,944","3,096","615","22","67,290","67,290","3,184","4,476","5,687","5,557","7,306","11,405","15,986","7,985","4,896","781","27","34,665","34,665","1,620","2,270","3,406","3,110","3,890","6,045","8,344","4,021","1,794","159","6","32,625","32,625","1,564","2,206","2,281","2,447","3,416","5,360","7,642","3,964","3,102","622","21","67,278","67,278","3,175","4,511","5,614","5,572","7,255","11,350","16,037","8,049","4,896","789","30","34,652","34,652","1,614","2,282","3,345","3,131","3,854","6,019","8,388","4,060","1,791","161","7","32,626","32,626","1,561","2,229","2,269","2,441","3,401","5,331","7,649","3,989","3,105","628","23","67,206","67,206","3,146","4,508","5,553","5,577","7,211","11,329","16,077","8,060","4,914","801","30","34,625","34,625","1,602","2,284","3,316","3,139","3,827","6,002","8,422","4,059","1,809","158","7","32,581","32,581","1,544","2,224","2,237","2,438","3,384","5,327","7,655","4,001","3,105","643","23"
"강원특별자치도 횡성군 (5173000000)","46,265","46,265","1,866","3,297","3,115","3,011","4,646","8,110","11,783","6,121","3,724","574","18","23,785","23,785","987","1,749","1,771","1,649","2,537","4,314","6,137","3,112","1,417","111","1","22,480","22,480","879","1,548","1,344","1,362","2,109","3,796","5,646","3,009","2,307","463","17","46,262","46,262","1,854","3,287","3,102","3,005","4,637","8,094","11,801","6,151","3,730","581","20","23,767","23,767","976","1,749","1,753","1,644","2,536","4,303","6,150","3,122","1,419","113","2","22,495","22,495","878","1,538","1,349","1,361","2,101","3,791","5,651","3,029","2,311","468","18","46,194","46,194","1,836","3,237","3,090","3,000","4,606","8,034","11,855","6,203","3,726","587","20","23,727","23,727","969","1,718","1,740","1,633","2,516","4,258","6,204","3,152","1,419","116","2","22,467","22,467","867","1,519","1,350","1,367","2,090","3,776","5,651","3,051","2,307","471","18","46,355","46,355","1,822","3,397","3,090","2,987","4,558","8,053","11,840","6,245","3,746","597","20","23,831","23,831","959","1,805","1,743","1,630","2,494","4,267","6,202","3,181","1,433","115","2","22,524","22,524","863","1,592","1,347","1,357","2,064","3,786","5,638","3,064","2,313","482","18"
"강원특별자치도 영월군 (5175000000)","37,260","37,260","1,422","2,525","2,779","2,361","4,002","6,791","8,896","5,010","3,037","426","11","19,264","19,264","755","1,420","1,572","1,280","2,128","3,733","4,780","2,409","1,088","95","4","17,996","17,996","667","1,105","1,207","1,081","1,874","3,058","4,116","2,601","1,949","331","7","37,183","37,183","1,420","2,510","2,714","2,358","4,000","6,775","8,908","5,030","3,025","432","11","19,229","19,229","752","1,418","1,545","1,275","2,125","3,721","4,785","2,422","1,086","96","4","17,954","17,954","668","1,092","1,169","1,083","1,875","3,054","4,123","2,608","1,939","336","7","37,184","37,184","1,412","2,563","2,688","2,358","3,969","6,755","8,918","5,028","3,042","440","11","19,220","19,220","745","1,465","1,512","1,275","2,111","3,706","4,791","2,421","1,093","97","4","17,964","17,964","667","1,098","1,176","1,083","1,858","3,049","4,127","2,607","1,949","343","7","37,160","37,160","1,400","2,568","2,668","2,353","3,947","6,742","8,933","5,038","3,058","442","11","19,219","19,219","743","1,462","1,495","1,276","2,108","3,694","4,798","2,437","1,104","98","4","17,941","17,941","657","1,106","1,173","1,077","1,839","3,048","4,135","2,601","1,954","344","7"
"강원특별자치도 평창군 (5176000000)","40,642","40,642","1,409","2,620","3,011","2,692","4,513","7,589","10,048","5,336","3,003","405","16","21,054","21,054","669","1,403","1,827","1,492","2,428","4,085","5,310","2,590","1,165","82","3","19,588","19,588","740","1,217","1,184","1,200","2,085","3,504","4,738","2,746","1,838","323","13","40,562","40,562","1,402","2,593","2,985","2,670","4,490","7,580","10,050","5,352","3,011","412","17","21,020","21,020","663","1,386","1,820","1,485","2,419","4,086","5,307","2,597","1,168","85","4","19,542","19,542","739","1,207","1,165","1,185","2,071","3,494","4,743","2,755","1,843","327","13","40,533","40,533","1,388","2,568","2,970","2,673","4,475","7,548","10,063","5,381","3,031","420","16","20,994","20,994","654","1,368","1,804","1,486","2,417","4,075","5,305","2,618","1,178","84","5","19,539","19,539","734","1,200","1,166","1,187","2,058","3,473","4,758","2,763","1,853","336","11","40,537","40,537","1,396","2,560","2,955","2,673","4,428","7,556","10,080","5,384","3,062","426","17","21,000","21,000","661","1,367","1,791","1,481","2,390","4,086","5,315","2,635","1,184","85","5","19,537","19,537","735","1,193","1,164","1,192","2,038","3,470","4,765","2,749","1,878","341","12"
"강원특별자치도 정선군 (5177000000)","34,139","34,139","1,298","2,219","2,283","2,296","4,140","6,330","8,150","4,477","2,573","355","18","17,813","17,813","644","1,137","1,338","1,308","2,332","3,611","4,349","2,084","928","75","7","16,326","16,326","654","1,082","945","988","1,808","2,719","3,801","2,393","1,645","280","11","34,054","34,054","1,283","2,205","2,252","2,280","4,108","6,326","8,149","4,502","2,573","356","20","17,783","17,783","647","1,126","1,321","1,308","2,308","3,598","4,364","2,101","929","73","8","16,271","16,271","636","1,079","931","972","1,800","2,728","3,785","2,401","1,644","283","12","33,990","33,990","1,267","2,202","2,229","2,277","4,082","6,309","8,161","4,513","2,576","352","22","17,749","17,749","644","1,125","1,303","1,304","2,291","3,590","4,374","2,108","932","70","8","16,241","16,241","623","1,077","926","973","1,791","2,719","3,787","2,405","1,644","282","14","33,950","33,950","1,261","2,188","2,216","2,282","4,038","6,321","8,174","4,494","2,598","354","24","17,714","17,714","640","1,111","1,294","1,304","2,262","3,601","4,384","2,098","939","73","8","16,236","16,236","621","1,077","922","978","1,776","2,720","3,790","2,396","1,659","281","16"
"강원특별자치도 철원군 (5178000000)","41,319","41,319","2,623","3,262","4,479","4,262","4,838","6,646","7,691","4,373","2,764","367","14","21,395","21,395","1,328","1,707","2,843","2,433","2,537","3,571","3,933","1,966","990","86","1","19,924","19,924","1,295","1,555","1,636","1,829","2,301","3,075","3,758","2,407","1,774","281","13","41,177","41,177","2,599","3,223","4,416","4,250","4,798","6,639","7,712","4,375","2,782","367","16","21,316","21,316","1,312","1,691","2,808","2,425","2,528","3,561","3,944","1,969","992","85","1","19,861","19,861","1,287","1,532","1,608","1,825","2,270","3,078","3,768","2,406","1,790","282","15","41,113","41,113","2,565","3,208","4,386","4,230","4,783","6,644","7,720","4,396","2,791","374","16","21,269","21,269","1,293","1,680","2,773","2,419","2,521","3,565","3,948","1,984","997","88","1","19,844","19,844","1,272","1,528","1,613","1,811","2,262","3,079","3,772","2,412","1,794","286","15","41,063","41,063","2,559","3,207","4,344","4,223","4,739","6,677","7,720","4,392","2,809","377","16","21,235","21,235","1,289","1,683","2,732","2,418","2,498","3,577","3,959","1,987","1,001","90","1","19,828","19,828","1,270","1,524","1,612","1,805","2,241","3,100","3,761","2,405","1,808","287","15"
"강원특별자치도 화천군 (5179000000)","22,942","22,942","1,452","1,605","2,902","2,588","2,342","3,597","4,338","2,199","1,691","215","13","12,282","12,282","760","802","1,926","1,554","1,253","1,914","2,372","1,023","612","61","5","10,660","10,660","692","803","976","1,034","1,089","1,683","1,966","1,176","1,079","154","8","22,859","22,859","1,457","1,601","2,856","2,566","2,331","3,568","4,357","2,202","1,689","219","13","12,233","12,233","766","804","1,889","1,541","1,246","1,898","2,384","1,023","612","65","5","10,626","10,626","691","797","967","1,025","1,085","1,670","1,973","1,179","1,077","154","8","22,830","22,830","1,453","1,597","2,820","2,565","2,323","3,548","4,394","2,208","1,685","223","14","12,230","12,230","760","803","1,873","1,541","1,250","1,886","2,407","1,028","613","63","6","10,600","10,600","693","794","947","1,024","1,073","1,662","1,987","1,180","1,072","160","8","22,821","22,821","1,449","1,593","2,818","2,561","2,316","3,532","4,412","2,217","1,690","219","14","12,220","12,220","749","800","1,880","1,532","1,250","1,872","2,416","1,039","614","62","6","10,601","10,601","700","793","938","1,029","1,066","1,660","1,996","1,178","1,076","157","8"
"강원특별자치도 양구군 (5180000000)","20,975","20,975","1,438","1,818","2,393","2,304","2,387","3,209","3,967","1,917","1,337","200","5","10,994","10,994","711","931","1,539","1,305","1,256","1,718","2,108","898","478","48","2","9,981","9,981","727","887","854","999","1,131","1,491","1,859","1,019","859","152","3","21,050","21,050","1,428","1,885","2,381","2,298","2,385","3,223","3,971","1,935","1,334","204","6","11,028","11,028","710","964","1,526","1,312","1,253","1,721","2,109","908","475","48","2","10,022","10,022","718","921","855","986","1,132","1,502","1,862","1,027","859","156","4","21,023","21,023","1,412","1,887","2,346","2,313","2,373","3,208","3,979","1,939","1,355","205","6","11,012","11,012","696","968","1,509","1,321","1,244","1,709","2,116","913","485","49","2","10,011","10,011","716","919","837","992","1,129","1,499","1,863","1,026","870","156","4","20,945","20,945","1,397","1,885","2,311","2,284","2,366","3,185","4,000","1,936","1,370","207","4","10,972","10,972","690","970","1,486","1,305","1,241","1,699","2,130","908","494","48","1","9,973","9,973","707","915","825","979","1,125","1,486","1,870","1,028","876","159","3"
"강원특별자치도 인제군 (5181000000)","32,004","32,004","2,268","2,261","3,870","3,931","3,882","4,846","6,144","2,780","1,738","273","11","17,421","17,421","1,155","1,148","2,654","2,319","2,109","2,642","3,297","1,387","644","61","5","14,583","14,583","1,113","1,113","1,216","1,612","1,773","2,204","2,847","1,393","1,094","212","6","31,853","31,853","2,233","2,232","3,839","3,889","3,859","4,838","6,142","2,787","1,750","270","14","17,323","17,323","1,142","1,125","2,631","2,302","2,083","2,644","3,294","1,388","651","57","6","14,530","14,530","1,091","1,107","1,208","1,587","1,776","2,194","2,848","1,399","1,099","213","8","31,764","31,764","2,225","2,203","3,792","3,882","3,836","4,808","6,164","2,812","1,755","273","14","17,282","17,282","1,146","1,110","2,595","2,296","2,074","2,635","3,305","1,405","652","57","7","14,482","14,482","1,079","1,093","1,197","1,586","1,762","2,173","2,859","1,407","1,103","216","7","31,768","31,768","2,219","2,198","3,773","3,895","3,835","4,792","6,198","2,808","1,761","275","14","17,283","17,283","1,151","1,106","2,571","2,316","2,073","2,627","3,319","1,401","655","57","7","14,485","14,485","1,068","1,092","1,202","1,579","1,762","2,165","2,879","1,407","1,106","218","7"
